id,Title,Description,Category
1108," Lenox Vintage Jewel Place Setting Bowl, White ","This bowl belongs in every Vintage Jewel dinner service. Just below the rim of precious platinum is the opulent Vintage Jewel design, composed of deep, rich cobalt in glorious contrast to the luster of gold and platinum, against Lenox bone china. ", Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Dinnerware › Bowls › Bowl Sets 
1109," COVERGIRL Flamed Up Mega Curl Mascara Very Black Blaze 800, .37 oz (packaging may vary) ",Flamed up Mega Curl Mascara gives Max volume and Max curl. , Beauty & Personal Care Makeup Eyes Mascara 
1113, Exclamation Cologne Spray By Coty .375 Fl Oz ,Exclamation - Cologne Spray - .375 Fl. Oz. , Beauty & Personal Care › Fragrance › Men's › Cologne 
1125," ChiaoGoo 32-Inch Red Lace Stainless Steel Circular Knitting Needles, 3/3.25mm ",Chiaogoo red lace circular knitting needles are a premium line of stainless steel circulars. They feature a flexible multi-strand nylon-coated steel cable allowing for your yarn to slide right over. The tips and joins are precisely machined! available in 16 inch (us 0/2mm to us 11/8mm) 24 inch (us 0/2mm to us 11/8mm) 32 inch (us 0/2mm to us 11/8mm) 40 inch (us 0/2mm to us 11/8mm) 47 inch (us 0/2mm to us 11/8mm) and 60 inch (us 0/2mm to us 11/8mm). ," Arts, Crafts & Sewing › Knitting & Crochet › Knitting Needles "
1129, Filmcells Elvis Presley Montage (S4) ,"FilmCells are a framed display of 35mm film from your favorite movies. Using gallery quality framing materials, we preserve these small pieces of film history along with complementary artwork and optional backlights, to commemorate the significant role that movies play in our culture and our world. ", Toys & Games › Action Figures & Statues › Accessories 
1137, Dodgeball - Peter La Fleur ,"Funko is a pop culture licensed-focused toy company located in Everett, WA. Funko currently holds more than 150 licenses including, but not limited to; Lucas Films, Marvel, Hasbro, The Walking Dead, Game of Thrones, DC Comics, NBA, Sanrio, and Disney. Funko's Pop! Vinyl is the number one stylized vinyl collectible in the world with over 10 million units sold in the last three years.  The Funko Vinyl Idols Collection is sure to bring a smile to any collector of all ages. ", Toys & Games Action Figures & Statues Action Figures 
1139, Old Spice Bw Swagger Red Size 16z ,Swagger Body Wash from Old Spice is for the man who holds the complete works of Aristotle in one hand and a delicious sandwich in the other. Swaggers subtle scent transforms your skin to feel like a smooth and hydrated vs. bar soap playing field where confidence scores the winning touchdown.IngredientsWater Sodium Laureth Sulfate Sodium Sulfate Sodium Lauryl Sulfate Fragrance Cocamidopropyl Betaine Citric Acid Sodium Benzoate Disodium EDTA Methylchloroisothiazolinone Methylisothiazolinone Green 3 Green 5 Red 33. , Beauty & Personal Care › Skin Care › Body › Cleansers › Body Washes 
1140," KOUBOO 1060094 Laguna Rectangular Storage Rattan Basket with Ear Handles, 14"" x 10"" x 12"", Honey-Brown ","Looking for an everyday basket with a splash of color holding all sorts of nick nacks this basket hand woven from honey-brown rattan is sized to hold your common stuff, and with its large ear handles easy to carry around. "," Home & Kitchen › Storage & Organization › Baskets, Bins & Containers "
1141," Expo International Jill Ribbon Rosette and Pearl Trim Embellishment, 20-Yard, Ivory ","20 yards of Jill Ribbon Rosette and Pearl Trim Jill Ribbon Rosette and Pearl Trim is a rolled ribbon rose trim on lace with pearl embellishment measuring approximately 1"" in width. Jill Ribbon Rosette and Pearl Trim, a ribbon rosette and pearl trim is elegant on handbags, lampshades, pillows, clothing, apparel and party decorations or craft items. "," Arts, Crafts & Sewing Sewing Trim & Embellishments Ribbons "
1144," Essie Gel Couture Nail Polish, Spiked With Style, Deep Wine Red Longwear Nail Polish, 0.46 Fl. Oz. ","get your kicks off fashion in this edgy deep blood red. it’s an intoxicating shade that’s sure to take you higher. • up to 14 days of wear and instant gel-like shine in an easy 2 step system • quick application, easy removal • patent-pending curve hugging brush for perfect color coverage • use with gel couture top coat, sold separately from the house of essie comes gel couture nail polish, an extravagantly sophisticated collection, crafted to perfection and fashioned to last. designed with the haute vision of couture, the line presents 42 brand new colors with staying power that introduce luxury to your fingertips. perfect for both salon and at-home application, the instant gel-like shine is delivered in an easy 2-step system that anyone can master with up to 14 days of wear. the patent-pending curve hugging color brush guarantees perfect coverage and a flawless finish. no uv lamp needed, easy removal. step 1: apply 2 coats of gel couture color to clean, bare nails. step 2: finish with 1 coat of gel couture top coat Caution: keep from heat or flame. "," Beauty & Personal Care Foot, Hand & Nail Care Nail Art & Polish Nail Polish "
1147," Crayola 04-2705 Mini Twistable Crayons & Paper Set, 65 Pieces Art Tools for Kids 4 & Up, Self-Sharpening No Mess Twist-Up Crayons ",Add a tiny twist to coloring and drawing with Crayola Mini Twistables Crayons. The case unfolds to a convenient lap desk design. Includes a 40 page sketch book and 2 sheets of stickers you color yourself. A great gift item. Snap-fit design keeps the twistables crayons and paper in place. 65 Piece Set! Durable plastic storage case. A twist to coloring and drawing fun on the go with this all in one kit!. , Toys & Games Arts & Crafts Drawing & Painting Supplies Crayons 
1149," Power Pro 21102500100DE Downrigger Fishing Cable, 250 lb/300', Moss Green ","From freshwater to saltwater, anglers depend on to provide a fish-catching edge over standard monofilament or even other super braids. The use of the exclusive enhanced body technology provides a rounder, smoother, slicker and structurally superior ultra-strong braided line Enhancing pitching' and flipping, jigging, casting, trolling and big game fishing. provides specific benefits to every situation an angler encounters and opens the door to waters never before fished. There is more to than just thin, strong braided for conventional fishing; be sure to look over lines designed for fly fishing backing, ice fishing and our downrigger cable replacement Braid. Get hooked on the advantage. Take your fishing to the next level. ", Sports & Outdoors › Sports & Fitness › Hunting & Fishing › Fishing 
1150, Rattle Me Organic Gift Set ,"Organic apparel for the hip and trendy baby of today, Rattle Me onesies and beanies are stylish, functional, made of 100% certified organic cotton and come in an adorable recycled gift box. The Royalty onesies are super soft and have a distinct design on the front says ""Royalty"" in gray on a black onesie and is paired with a matching beanie. It's perfect for a little prince or princess. "," Clothing, Shoes & Jewelry › Baby › Baby Girls › Clothing › Bodysuits "
1158," Maui Toys Nature Bug Ball 4""/100mm (Colors May Vary) ","Small play ball made by Maui Toys that bounces up to 50'. If it doesn't say ""Sky Ball"" on it, it will not perform like a sky ball. 4"" Play ball. Hyper charged. Bounces up to 50'. These bug filled balls contain creepy spiders that seem to crawl up inside the ball. Or colorful butterflies seem to float in the air inside the balls. ", Toys & Games Novelty & Gag Toys Toy Balls 
1159, GUESS Kamryn Multi Clutch Wallet ,Kamryn Multi Clutch Wallet in big grain saffiano with exterior zip pocket ," Clothing, Shoes & Jewelry Women Accessories Wallets, Card Cases & Money Organizers Wallets "
1160," Guerlain Maxi Shine Lip Gloss for Women, 467 Cherry Swing, 0.25 Ounce ",Ultra fine texture and smoothly glides on. Imparts luxurious shine to make lips appear fuller and plumper. Unique oil composition creates a dewy barrier. Keeps your lips absolute soft and instills a supple look. Each shade offers varying degrees of pigment intensity. Gives tailor-made effects to enhance your lips beautifully. , Beauty & Personal Care › Makeup › Lips › Lip Glosses 
1162, Parcelona France Wide Beak Celluloid Tortoise Shell Side Slide-in Hair Claw Clip (Black) ,This is the premium end of the market. It is very light and weight and does not feel heavy on your hair. We only use the best material for our products which are both strong and durable(non brittle). Why compromise your choice. We hope you like our selection. , Beauty & Personal Care › Hair Care › Hair Accessories › Clips 
1164, Globe X5C41 Durable drive gear for longer life ,"X5C41, Durable drive gear for longer life, Globe is a provider of kitchen and professional food equipment including slicers, mixers and scales. ", Appliances › Parts & Accessories › Cooktop Parts & Accessories 
1169, Military Robot Tank DecoSet Cake Decoration ,Design an adventurous cake with the Military Robot Tank DecoSet birthday cake decoration. This DecoSet includes a beige/sand colored military tank and clear barrier. The military tank transforms into a robot for playtime after the cake has been eaten. ," Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations "
1172," Jag35 AKQRAV2/L Quick Release Articulating Arm Kit, Large for DSLR (Black/Orange) ","The Quick Release Articulating Arm Kit is designed to give you the ability to mount accessories, such as a Monitor, Portable Digital Audio Recorder (we recommend the ZoomH4n) and much more. The Accessory Arm comes with 1/4-20 studs on both ends and is available in two dimensions: small or large. The kit consists of an Articulating Arm and our new Quick Release Clamp. The rod clamp offers a quick-release mechanism and is intended to mount any two 15mm rods. This is a very affordable accessory kit that will go perfect with all of your DSLR needs. ", Electronics › Camera & Photo › Accessories › Professional Video Accessories › Stabilizers 
1173, GUESS Girls' Little Sleeveless Lace and Jewelled T-Shirt ,Sleeveless tee is complete with crochet accents and a logo graphic at the neckline. ," Clothing, Shoes & Jewelry Girls Clothing Tops & Tees Tees "
1181," Kalencom Laminated Buckle Bag, Rainbow Zig Zag ",A magnetic clip keeps the top flap closed. The polyurethane exterior coating makes clean up a snap. Roomy interior with 3 pockets and 2 elastic bottle holder loops. Adjustable shoulder strap. 2 outside pockets. Matching Thinsulate insulated bottle bag. Coordinating zippered pouch. Large fold-out padded changing pad. Kalencom Diaper Bags are AZO free. We use no Phthalates/DEHP or DBP in our PVC. , Baby Products › Diapering › Diaper Bags 
1182, Dove of the East 2-Piece Samurai Slider for Scrapbooking ,"Samurai sliders from dove of the east's japan journey collection invite you to enter the elegance and simplicity of a Japanese Zen garden. imagine sipping tea at an ancient ceremony, wrapped in a silk kimono, next to a pond with golden carp swimming nearby. petal blossoms fall as you paint a persimmon with a brushstroke of ink on rice paper. the treasures of dove of the east are personally discovered and shared so that you can use them in your own journey of discovery. may these charms bring beauty and luck into your home and creative endeavors. the backing-card, the charms and the bag can all be incorporated into your collages, layouts and creative designs. you get 2 samurai slider ribbon sliders in each bag. these antiqued-brass treasures add a touch of charm to projects and layouts for every season. each piece may vary slightly in color. enjoy japan journey ribbons, charms and amulets in your scrapbooking, stamping, card making, altered books, crafts and other artistic projects. . "," Arts, Crafts & Sewing Scrapbooking & Stamping Scrapbooking Embellishments Embellishments "
1187," EO PRODUCTS SOAP,EVERYONE,CITRUS&MINT, 32 FZ (Pack of 2) ","EO Products Everyone Soap Citrus and Mint is formulated to make you and your family happy. The scent of pure Citrus & Mint essential oils will leave you smelling great and EO Products' organic blend of Aloe, Chamomile, White Tea and Calendula leave your skin soft and clean. A lighthearted soap that works for every body. ", Beauty & Personal Care Skin Care Body Cleansers Soaps 
1188, Coty All American Stetson 3 Piece Gift Set for Men ,All American Stetson 3 Pc. Gift Set ( Cologne Spray 1.7 Oz + Soothing Aftershave Lotion With Aloe 4.0 Oz + Hair And Body Wash 4.0 Oz ) for Men by Coty , Beauty & Personal Care Skin Care Body Scrubs & Body Treatments Body Scrubs 
1190, Topiclear Number One Soap 3 Ounce Boxed (88ml) (3 Pack) ,"Develops A Remarkable Bactericidal And Fungicidal Action On The Skin Protects And Fights Against Various Skin Infections Eliminates Unpleasant Body Odor Fight Against Blackheads, Leaving Your Skin Healthy And Full Of Freshness ", Beauty & Personal Care › Skin Care › Body › Cleansers › Soaps 
1191, Wild Growth Light Oil Moisturizer ,Wild Growth Light Oil Moisturizer gives you advanced protection from dryness and friction damage. Provides scalp deodorization between Wild Growth Hair Oil applications. , Beauty & Personal Care › Hair Care › Hair & Scalp Treatments 
1195," MONOI de TAHITI TIARE OIL- BUTTER ORGANIC. 100 % Natural / Virgin / Raw / 100% PURE BOTANICAL. 4 Fl.oz.- 120 ml. For Skin, Hair and Nail Care. ","Organic Monoi de Tahiti Tiare Butter possesses a remarkable ability to nourish, moisturize and improve skin elasticity. Organic Monoi de Tahiti Tiare Butter is used on skin, hair, and nails.It can be used to soothe burns, blisters and scars; dry skin, acne, psoriasis, eczema, wrinkles and is considered suitable for all skin types, especially dry and mature aging skin. Organic Monoi de Tahiti Tiare Butter properties effectively repair damaged hair. Organic Monoi de Tahiti Tiare Butter helps to keep nails strong and healthy and keep cuticles soft and manageable. FOR FACE: A few spoons are sufficient to apply on the whole face. It is usually applied at night as a moisturizing agent. It is non greasy and non-oily and absorbs into the skin very easily and does not leave an oily feel. It can also be used as a base for make-up for all skin types (except for oily). FOR HAIR: Apply a small amount of the butter to clean, wet hair before styling. Comb through to distribute. Do not rinse. Style as usual. Apply a small amount to dry hair for added smoothness and shine or add to your own favorite shampoo or conditioner. FOR FACE & BODY: A few spoons are sufficient to apply on the whole body or just mix a few spoons of Monoi de Tahiti Tiare Butter with your favorite cream, lotion, make-up remover, shower & bath gel, shampoo, face mask, sunscreen products and various lip balms. FOR NAILS: Rub 1 -2 spoons of Monoi de Tahiti Tiare Butter into nails and cuticles. It will increase the softness of cuticles and strengthen the nails and also give your nails a healthy radiance. You will love this Butter. This blend is whipped to create a creamy consistency suitable for a massage butter or balm. It is also a great addition to soaps and any emulsion formulation such as creams and lotions. Recommended Usage: • Lotions & Creams: 5 – 20 % • Balms: 5 – 100 % • Bar Soaps: 5 - 20 % ", Beauty & Personal Care Skin Care Face Creams & Moisturizers Face Oil 
1198, Fruit Of The Earth Bogo Lotion Vitamin-E 11 Ounce (Pack of 2) ,"Contains natural ingredients to combat dryness helps your skin to retain a fresh, moist look of youth fortified with nature's most effective dry skin emollients, this cream helps minimize the signs of aging. ", Beauty & Personal Care Skin Care Body Moisturizers Lotions 
1205," Prima 601164 12 by 12-Inch Baby Girl Cardstock Paper, Cherish, 25-Pack ","Baby girl collection cardstock paper is double-sided paper with patterns. Acid and lignin free. Ideal for presentations, covers, cards, brochures and posters. Available in cherish design. Measures 12-inch length by 12-inch width by 1/2-inch height. Contains 25 sheets per pack. "," Arts, Crafts & Sewing › Crafting › Paper & Paper Crafts › Paper › Card Stock "
1207, Banana Boat Spf#50 Sport Lip Balm 0.15 Ounce (4.4ml) (3 Pack) ,Banana Boat Sport Performance Lip Balm SPF 50 helps prevent sun- and wind-chapped lips while you play. Apply this balm for moisture and protection to your face’s most sensitive skin: your lips. , Beauty & Personal Care › Skin Care › Lip Care › Balms & Moisturizers 
1212, KOLE IMPORTS GIANT HOT DOG SQUEAKY TOY ,Giant Hot Dog Squeaky Dog Toy . Give dogs a big treat without the guilt or mess with this Giant Hot Dog Squeaky Dog Toy. Realistic hot dog squeaks when dogs bite it for hours of silly fun. Comes loose with a UPC tag. , Pet Supplies Dogs Toys Squeak Toys 
1213," ChiaoGoo 24-Inch Flexible Tunisian Hooks, Q/15.75mm ",Westing bridge LLC-ChiaoGoo Tunisian circular crochet hooks. Tunisian crochet is all the rage right now. This hook with adjoined 32in cable is an excellent choice because its length provides your customer with maximum project flexibility and because the size range is extensive. Size g through p available. Imported. ," Arts, Crafts & Sewing › Knitting & Crochet › Crochet Hooks "
1221, Goose Negative Footprint (11.25x9cm) ,"Goose Skull - The modern domestic goose originated from the Graylag goose, native to Eurasia and North America. The goose, like its relative the duck, is highly adapted to life in an aquatic habitat. In addition to their large, webbed feet, and heavy water-resistant plumage, the goose possess a beak, or bill, designed for feeding on aquatic vegetation, macro-invertebrates, grains and the occasional vertebrate. ", Industrial & Scientific Science Education 
1224," TOPS Time Cards, Weekly, 1-Sided, Numbered Days, 3-1/2"" x 10-1/2"", Manila, Green Print, 500-Count (1255) ","Since 1952, TOPS has provided quality products and services to businesses throughout the world. TOPS continues that commitment providing innovative, high quality value-added products for the office, school and home. TOPS Time Cards are the equivalent to time clock manufacturer's time cards. Made from heavyweight 143 lb. manila stock, these cards are printed on the front with green ink and feature a seven day time period to record regular hours and overtime. These cards feature an employee signature line for verification. Each card measures 3.5 x 10.5 inches, and there are 500 cards per pack. Replaces Card No. 10-100312, 1950-9301, K14-36981D. Time Clock Compatibility: 125R, 150R, 1000, 10000, 2100/4000, 250R, KCF, KCG, JCG, JCP, 2500(r). Whether it's notebooks, writing pads, record books, time cards, or any of the hundreds of items we offer, you can count on TOPS products to help. ", Office Products Office & School Supplies Time Clocks & Cards Time Cards 
1225, ASUS ROG Pugio Gaming Mouse Aura RGB USB Wired Optical Ergonomic Ambidextrous Gaming Mouse ,"Outshine the competition with the truly ambidextrous Gaming Mouse - The aura Sync-capable ROG Pugio. Configurable magnetic side buttons defend against misclicks and a gaming-grade Optical sensor with 7200 dpi, 150 IPS and 30G acceleration ensure fast and accurate tracking. The exclusive push-fit socket design simplifies switch replacements for next-level customization. ", Video Games PC Accessories Gaming Mice 
1231, Aqua Signal Port/Starboard Navigation Lights Deck Mount (Pair) ,"Port/Starboard Deck Mount Lights (pair). Meets USCG (A-16) requirements for 1 mile visibility for vessels up to 39'. Features Tell Tale indicator light that gives the operator a visual indication of the light status. Stainless Steel cover provides excellent resistance to corrosion. 2 1/4"" O.D x 1 5/8"" H. ", Sports & Outdoors Sports & Fitness Boating & Sailing Boating Electrical Equipment Navigation Lights 
1233, Scientific Explorer My First Pirate Treasure Kit ,"The POOF-Slinky 0SA269 Scientific Explorer My First Pirate Treasure Kit brings home the pirates you see in movies and on TV-they're robbers on water. A long time ago, they roamed the seas in their ships, capturing other boats and stealing everything in sight. Some of the treasure they took was buried and lost. It's up to you to find it. In this kit, you'll find everything you need to hunt for buried pirate treasure. You'll uncover hidden gems, coins and jewels. You'll create your own treasure map and we'll show you how to talk like a pirate. Along the way, you'll learn some cool science about how pirates lived and discover why some treasure may never be found. In each activity, you'll get to act and think like a scientist. You'll compare things, you'll ask questions and you'll also make observations using your different senses. Let's find some treasure. The 0SA269 includes (5) coins, (5) gemstones, ring, digging block, digging tool, treasure chest and activity guide. The POOF-Slinky 0SA269 Scientific Explorer My First Pirate Treasure Kit is recommended for children 4-years of age and older with adult supervision. POOF-Slinky is the manufacturer of the world famous Slinky and the top selling POOF foam sport balls in North America, both manufactured in Plymouth, MI and Hollidaysburg, PA. Ideal and Scientific Explorer are other well-known brands, rounding out the POOF-Slinky family. With roots in the toy industry for over 100-years, POOF-Slinky brands continue to grow and broaden. New generations of kids, their parents and grandparents have proven that classic toys never go out of style! Visit www.amazon.com/alex-brands for more information on Alex Brands and our best-selling line of educational and entertaining products for kids. ", Toys & Games Learning & Education Science Geology & Earth Sciences 
1238," Lea Elliot Pre-School Backpack, Horse in The Sky, Small, Black ","This durable multi-purpose pre-school children's backpack is an attractive piece that is made of a black polyester and has both back and arm mesh cushioning for comfortable carrying. Features large pocket with zipper closure, 2 side drink-bottle mesh pockets and Velcro-front pocket for easy access and kid-friendly storage. This backpack is slightly expandable and made to fit pre-school children's school necessities, while being durable and light enough to transport. "," Clothing, Shoes & Jewelry › Luggage & Travel Gear › Backpacks › Kids' Backpacks "
1242," PuTwo Makeup Brush Holder Dustproof Storage Box Premium Quality 5mm Thick Acrylic Makeup Organizer, White Pearl, Large, 59.97 Ounce ","PuTwo Makeup Brush Holder Dustproof Storage Box Premium Quality 5mm Thick Acrylic Makeup Organizer, White Pearl, Large, 59.97 Ounce Premium Quality 6mm Thick Acyclic (PMMA) Lipstick Holder for Exceptional Clarity and Scratch-Resistant Durability - Pearls are Sent Free Along with the Storage Box - 3 Different Sizes and Pearl Color to Choose Make Up Brush Holder - Upgraded New Version for Handy Use Make Up Brush Holder - Large: (H) 24.5cm x (W) 12.5cm x (L) 14 cm ; Small:(H) 21.1 cm x (W) ", Beauty & Personal Care Tools & Accessories Bags & Cases Cosmetic Display Cases 
1243," Learning Resources Customary Safe-T Weight Set, 13 Pieces ","Students will earn to estimate, measure, and calculate weights with this set of stackable color-coded weights. Use alone or with metric weights for comparison. Set of 13 contains eight plastic-coated, 1 oz. weights, two 2 oz. weights, two 8 oz. weights, and one 1 lb. weight. Storage box included. ", Toys & Games › Learning & Education › Mathematics & Counting 
1247, WalterDrake Bunion Regulator Splint ,"Right toe bunion regulator. Reduce pain and pressure caused by bunions as you sleep with this molded splint. The splint stretches tendons and muscles, and repositions the big toe for added comfort and relief. An adjustable velcro strap allows you to increase or decrease tension as desired. One size fits most. Foam/ plastic. 5""L x 3½""W x 2""H. ", Health & Household Health Care Foot Health Bunion Pads 
1252," Deny Designs Leonidas Oxby Theres More To New York Than The City Throw Pillow, 16 x 16 ","Wanna transform a serious room into a fun, inviting space? Looking to complete a room full of solids with a unique print? Need to add a pop of color to your dull, lackluster space? Accomplish all of the above with this simple, yet powerful indoor throw pillow! Available in four sizes, this throw pillow is made from a medium weight woven polyester with a hidden zipper and removable bun insert. Recommended for indoor use only. Based in Denver, Colorado, Deny Designs is a modern, think-outside-the-box home furnishings company. Deny empowers its customers to transform dull, everyday household accessories into fun and original statement. With each purchase, our team of talented artists earn part of the proceeds, enabling Deny to support art communities all over the world while also spreading the creative love! "," Home & Kitchen Bedding Decorative Pillows, Inserts & Covers Throw Pillows "
1267," Majestic Giftware SC-CP44 Safed Handcrafted Hanukkah Candles, 6-Inch, Pink/Blue/Orange/Purple, 45-Pack ","From the ancient city of Safed, Israel nested in the hills of the Galilee, we present a line of traditionally beautiful hand dipped candles, appreciated by connoisseurs throughout the world. The light of these candles will beautify your menorah. Flame burns clear and bright. ", Home & Kitchen Home Décor Candles & Holders Candles Specialty Candles Hanukkah Candles 
1272," Stanley Hardware S752-560 CD8460 Ceiling Hooks in Zinc plated, 8 pack ",Designed for hanging home and industrial products. Sharp points bite into wood quickly and easily. , Home & Kitchen › Storage & Organization 
1273," Tervis Water Bottle, Life is Better at The Beach ",Each tumbler features double-wall insulation that keeps hot drinks hot and cold drinks cold.  Tervis has been proudly made in America since 1946 and features a lifetime guarantee. , Sports & Outdoors › Sports & Fitness › Accessories › Sports Water Bottles 
1276, Blue Fox Vibrax Shallow Spinner ,"Blue Fox Vibrax Shallow Spinner is inline spinner that runs between the surface to 2 feet, and is great for skinny water, over shallow structure or when fish are feeding up top. It features life-like eye, extremely strong VMC hook, diecast and chrome plated mainbody with laser holographic and painted finishes. It also emits sonic vibration when rubbing against bell that attracts fish. Available in 3 sizes and 6 classic trout fishing colors. "," Sports & Outdoors › Sports & Fitness › Hunting & Fishing › Fishing › Lures, Baits & Attractants › Hard Lures › Spinners & Spinnerbaits "
1279, Oster Cryogen-X Pet Clipper Blades ,Oster Cryogen-X Pet Clipper Blades 10 , Pet Supplies › Dogs › Grooming › Electric Clippers & Blades › Electric Clippers 
1285, Design with Vinyl Moti 2599 1 Decal - Peel & Stick Wall Sticker : Cognac Kitchen Quote Color: Black Size 6 Inches x 24 Inches ,"All pictures in this ad do not represent the ACTUAL size of the decal this very cool vinyl wall design perfect for any room in your house! highest quality vinyl for that painted on look. Easy to apply and comes with simple application instructions. Some Decals come in separate pieces/parts, multiple colored Decals may have alignment markers for easy application . Decals can be applied to any clean, smooth and flat surface. Put them on your walls, doors, windows - anywhere you want! . All our Decals are computer die-cut,so there are no backgrounds included. Decals are easily removed however they are not repositionable or reusable. Decals peel off of walls easily, typically without damaging the paint. However, different paint finishes or walls condition could require touch-ups after decal is removed. We have a TOTAL SATISFACTION guarantee. If, for any reason, you are not 100% satisfied with your purchase, you can return any unused Decals to us for a full refund of the purchase price (less shipping). enjoy your new vinyl wall Decals! thank you for choosing Design with Vinyl "," Tools & Home Improvement › Paint, Wall Treatments & Supplies › Wall Stickers & Murals "
1291, THE ONE Ankle Brace Black (EA) ,"What you'll enjoy about the one ankle brace black is that it's comfortable in cleats or shoes during competition. Anti-slip crisscrossing side straps protect against inversion and eversion ankle sprains, and the side-pulling stirrup straps imitate the effects of taping. Seamless construction under the foot reduces that annoying irritation, and top elastic finishing straps lock down all straps. Super light and low profile; works for either foot; cushioned breathable tongue. Put it on one time and see how it manages the ankle with stability, flexibility and comfort. You will agree: the one ankle brace black cannot be beat. "," Health & Household › Medical Supplies & Equipment › Braces, Splints & Supports › Leg & Foot Supports › Ankle Braces "
1294, Fixodent Free Denture Adhesive Cream 2.40 Ounce (Pack of 2) ,"For the most up to date information, we recommend you visit the manufacturer website for the best product details, including ingredients, hazards, directions and warnings. This product offering is for 2 Retail Package ", Beauty & Personal Care Oral Care Denture Care Adhesives 
1319," Fusion Climb Nuro Military Tactical Edition Fixed Side Aluminum Pulley, Black ","Fusion Climb Nuro Military Tactical Edition Fixed Side Aluminum Pulley Black 20KN - 1-1/4"" aluminum, this lightweight and durable pulley is an ideal choice for various applications. - Fixed aluminum side plates with smooth rounded edges for snag free performance. - Small and light yet strong and durable. - MBS: 20 KN ", Sports & Outdoors Outdoor Recreation Climbing Belay & Rigging Pulleys 
1321," Pierre Belvedere Power Graphite Large Address Book, Padded Cover, Brown/Silver (987780) ","Sure, we all store phone numbers and addresses in our PDAs, but why not organize them in this handsome Pierre Belvedere Power Graphite Address Book? Not only is it much more stylish, but it absolutely won't suffer from a dead battery just when you need it the most. The Power Graphite Address Book's striking silver and chocolate brown cover is lightly padded and embossed, giving it a subtle metallic appearance and a textured feel. Inside the 5-3/4 x 8-1/4 x 3/8 inch address book are 96 white lined pages with address and telephone icons separated by A to Z dividers with laminated tabs. A classic stitched spine and topstitched edges add the finishing touches. The Power Graphite Large Address Book has been designed in Pierre Belvedere's fashionable Montreal studios and finely crafted in Italy using paper sourced from sustainable forests and paper mills that promote the use of clean energy. From traditional to cutting-edge, Pierre Belvedere's Made in Italy Collection of fine home and office accessories will add just the right stylish accent to your life. Complete your executive ensemble with a Pierre Belvedere Power Graphite Notebook or Pierre Belvedere Power Graphite Pen, also available on Amazon. ", Office Products Office & School Supplies Paper Notebooks & Writing Pads Hardcover Executive Notebooks 
1328," Plumb Pak PP955W Wing Nut Slip Joint 1 1/2-inch, 1-1/2&quot, White ",Plumb Pak wing nut slip joint 1 1/2-Inch by 1 1/2-Inch has a durable plastic construction and white finish. ," Patio, Lawn & Garden Outdoor Power Tools Replacement Parts & Accessories Pressure Washer Parts & Accessories "
1334," Ultra Pro Card Supplies Deck Protector Sleeves, Black, 180 Count ",Ultra Pro small black deck protectors. [3 pack bundle]. ," Toys & Games › Games › Trading Card Games › Albums, Cases & Sleeves › Protective Sleeves "
1335, Cars Bowling Set ,Cars Bowling Set , Toys & Games › Games › Game Room Games › Indoor Bowling 
1336," InterDesign Med+ Bathroom Medicine Cabinet Organizer, for Electric Toothbrush, Toothpaste, Vitamins, Thermometer - White ","Keep medicines, thermometers and more close at hand with InterDesign's Med+ Organizer. This storage unit is designed to fit inside most medicine cabinets, but works great on the bathroom counter top as well! Made of white, durable plastic, this organizer has eight various-sized compartments for your storage needs. Its neutral color easily fits into any bathroom decor. ", Home & Kitchen Bath Bathroom Accessories Medicine Cabinets 
1339, Elegante Beautifully Crafted Bronze Tone Tear Drop Series Keepsake with Elegant Velvet Pouch ,"Memorialization is a part of human nature. From performing rituals to the scattering of cremated remains from memorial urns, people have honored those who have passed away since time immemorial. For many, the act of memorialization provides stability in the months and years following the death of a loved one. Bronze tone Ht: 3"" ashes bottom-load velvet pouch included. "," Clothing, Shoes & Jewelry › Shoe, Jewelry & Watch Accessories › Jewelry Accessories › Jewelry Boxes & Organizers › Jewelry Boxes "
1340," Curtain Chic Supple Microfiber Tailored Pair with Ties, 84-Inch, Deep Moss ","Microfiber is prized by the ready-to-wear industry for its soft hand, drape, ease of care and durability. These same qualities make it ideal for curtains. Supple Microfiber Tailored Pairs include tiebacks and they hang beautifully from a continental pocket which accommodates a variety of rods and clip rings. Use the Tailored Pair by itself or pair it with our horizontal slim-pleat Supple Microfiber Cumberbund valance for a crisply tailored look. ", Home & Kitchen › Home Décor › Window Treatments › Draperies & Curtains › Panels 
1348," Acco Mega Clip Paper Clips, Gold, 5 Count (A7072536) ","These monster clips demand attention! Megaclips add a special emphasis to your documents. Mega Clips are four inch paper clips. They are ideal for adding a touch of class to any report they are attached to. These extra large clips have extra holding capability of up to 50 sheets, and the gold tone adds a classic touch. Acco Mega Clips can also be used as a money clip, or to keep bills and letters together. Each package contains 5 Mega Clips. Acco Business Essentials combine unique, quality design with durable construction. Buy them once, use them forever! "," Office Products › Office & School Supplies › Tape, Adhesives & Fasteners › Clips, Clamps & Rings › Clips "
1349," Logona Pressed No. 02 Powder, Medium Beige, 0.15 Gram ","Compact powder with a delicate, satiny consistency. Gently and reliably keeps foundation in place. Easy to apply. ", Beauty & Personal Care Makeup Face Powder 
